#CONTIGS	SOURCE_GENOME	LENGTH	COVERAGE	ANNOT	GUT_GENOME000866	GUT_GENOME016058	GUT_GENOME025370	GUT_GENOME033606	GUT_GENOME036663	GUT_GENOME046547	GUT_GENOME047285	GUT_GENOME082911	GUT_GENOME099474	GUT_GENOME122658	GUT_GENOME123622	GUT_GENOME124217	GUT_GENOME125986	GUT_GENOME152745	GUT_GENOME154792	GUT_GENOME156087	GUT_GENOME189823	GUT_GENOME227639	GUT_GENOME231089	GUT_GENOME249529	GUT_GENOME252784	GUT_GENOME278258	KIJ_genome_14221	KIJ_genome_23957	KIJ_genome_4392
GUT_GENOME082911_160	GUT_GENOME082911	1358	36.0	not_shared	X	X	X	X	X	O	X	O	O	X	O	X	O	O	X	O	X	X	O	X	X	X	X	O	X
GUT_GENOME082911_162	GUT_GENOME082911	9493	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_163	GUT_GENOME082911	5953	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_164	GUT_GENOME082911	4570	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_165	GUT_GENOME082911	11722	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_166	GUT_GENOME082911	10386	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_167	GUT_GENOME082911	4523	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_168	GUT_GENOME082911	23283	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_169	GUT_GENOME082911	1721	84.0	shared_but_short	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_17	GUT_GENOME082911	3566	24.0	not_shared	O	X	X	O	O	X	X	O	X	X	X	X	X	X	X	X	X	X	X	O	O	X	X	X	X
GUT_GENOME082911_170	GUT_GENOME082911	1990	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_171	GUT_GENOME082911	10214	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_172	GUT_GENOME082911	1163	80.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME082911_173	GUT_GENOME082911	1615	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_174	GUT_GENOME082911	3384	16.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	O	X	O	X	X	X	X	X	O	X
GUT_GENOME082911_175	GUT_GENOME082911	6226	12.0	not_shared	X	X	O	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	X	X
GUT_GENOME082911_176	GUT_GENOME082911	2679	16.0	not_shared	O	X	X	X	X	X	X	O	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	O	X
GUT_GENOME082911_177	GUT_GENOME082911	4237	36.0	not_shared	O	X	X	X	O	O	O	O	X	O	X	X	O	X	X	X	X	X	O	O	X	X	X	X	X
GUT_GENOME082911_178	GUT_GENOME082911	1810	16.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	O	X	X	X	O	X	X	X	X	X	O	X
GUT_GENOME082911_179	GUT_GENOME082911	3385	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_18	GUT_GENOME082911	2690	4.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_180	GUT_GENOME082911	9929	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_181	GUT_GENOME082911	3841	72.0	not_shared	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X
GUT_GENOME082911_182	GUT_GENOME082911	19763	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_183	GUT_GENOME082911	11317	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_184	GUT_GENOME082911	2945	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_185	GUT_GENOME082911	8715	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME082911_187	GUT_GENOME082911	2401	92.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME082911_188	GUT_GENOME082911	8868	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_189	GUT_GENOME082911	1620	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_19	GUT_GENOME082911	7518	24.0	not_shared	X	X	O	X	O	O	O	O	X	X	X	X	X	X	X	X	X	X	X	X	O	X	X	X	X
GUT_GENOME082911_190	GUT_GENOME082911	15467	76.0	not_shared	O	O	O	X	O	O	O	O	X	O	O	X	X	O	O	O	O	X	O	O	O	O	X	O	O
GUT_GENOME082911_191	GUT_GENOME082911	3603	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_192	GUT_GENOME082911	5548	84.0	core	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_193	GUT_GENOME082911	3042	60.0	not_shared	O	X	O	X	O	O	O	O	X	X	X	X	O	O	O	X	X	O	O	O	O	X	O	X	O
GUT_GENOME082911_194	GUT_GENOME082911	2096	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_195	GUT_GENOME082911	6809	4.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_196	GUT_GENOME082911	1415	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_197	GUT_GENOME082911	18637	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_198	GUT_GENOME082911	3997	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_199	GUT_GENOME082911	5129	64.0	not_shared	O	X	X	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X	O	X	X	O	O	O
GUT_GENOME082911_2	GUT_GENOME082911	25363	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_20	GUT_GENOME082911	5727	52.0	not_shared	O	X	X	X	X	X	X	O	O	O	O	X	X	O	X	O	X	O	X	O	O	O	X	O	O
GUT_GENOME000866_72	GUT_GENOME000866	848	28.000000000000004	not_shared	O	X	X	X	X	X	X	O	O	X	X	X	X	O	X	O	X	X	X	X	O	X	X	O	X
GUT_GENOME082911_200	GUT_GENOME082911	5861	72.0	not_shared	O	X	X	X	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_201	GUT_GENOME082911	5762	84.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME082911_202	GUT_GENOME082911	7018	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_203	GUT_GENOME082911	5505	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_204	GUT_GENOME082911	11373	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_207	GUT_GENOME082911	8219	68.0	not_shared	O	X	O	O	O	O	O	O	O	X	X	X	O	O	O	O	X	O	X	X	O	X	O	O	O
GUT_GENOME000866_63	GUT_GENOME000866	1906	4.0	not_shared	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_208	GUT_GENOME082911	13245	32.0	not_shared	O	X	X	X	O	O	O	O	X	X	X	X	X	X	X	X	X	O	X	X	X	X	X	O	O
GUT_GENOME082911_209	GUT_GENOME082911	3462	64.0	not_shared	O	X	X	O	X	X	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME082911_21	GUT_GENOME082911	7472	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_210	GUT_GENOME082911	4297	68.0	not_shared	O	X	O	O	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O	O	X	X	O	X
GUT_GENOME082911_211	GUT_GENOME082911	10265	92.0	core	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME082911_212	GUT_GENOME082911	4621	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_213	GUT_GENOME082911	4539	36.0	not_shared	X	X	O	X	O	O	X	O	X	X	X	X	X	O	X	X	X	O	O	X	O	X	X	O	X
GUT_GENOME082911_214	GUT_GENOME082911	25036	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_215	GUT_GENOME082911	8631	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_216	GUT_GENOME082911	1216	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_217	GUT_GENOME082911	12886	20.0	not_shared	O	X	X	X	X	O	X	O	X	X	X	X	X	X	X	X	O	X	X	X	X	X	X	O	X
GUT_GENOME082911_218	GUT_GENOME082911	5294	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_219	GUT_GENOME082911	15040	92.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
GUT_GENOME082911_22	GUT_GENOME082911	15114	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_220	GUT_GENOME082911	10797	76.0	not_shared	O	X	O	O	O	O	O	O	O	O	O	O	O	X	O	O	X	X	O	O	O	X	O	X	O
GUT_GENOME082911_221	GUT_GENOME082911	3621	64.0	not_shared	O	X	O	X	O	O	O	O	X	X	O	X	O	O	O	O	X	X	O	O	O	X	O	O	X
GUT_GENOME082911_222	GUT_GENOME082911	7111	84.0	core	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_223	GUT_GENOME082911	12837	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_224	GUT_GENOME082911	3102	84.0	shared_but_short	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_225	GUT_GENOME082911	1071	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_226	GUT_GENOME082911	1572	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_227	GUT_GENOME082911	7484	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_228	GUT_GENOME082911	4249	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_229	GUT_GENOME082911	3825	20.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	X	X	X	O	O	O
GUT_GENOME082911_23	GUT_GENOME082911	1689	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_230	GUT_GENOME082911	19135	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_231	GUT_GENOME082911	8546	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_232	GUT_GENOME082911	8719	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_233	GUT_GENOME082911	22523	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_234	GUT_GENOME082911	3049	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_235	GUT_GENOME082911	2230	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_236	GUT_GENOME082911	1167	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_237	GUT_GENOME082911	2513	44.0	not_shared	X	X	X	O	O	X	X	O	X	O	O	O	O	O	O	X	X	O	O	X	X	X	X	X	X
GUT_GENOME082911_238	GUT_GENOME082911	5092	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_239	GUT_GENOME082911	1137	56.00000000000001	not_shared	O	X	O	X	O	X	O	O	X	O	O	X	X	O	O	X	X	O	O	O	O	X	X	O	X
GUT_GENOME082911_24	GUT_GENOME082911	1739	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_240	GUT_GENOME082911	1761	56.00000000000001	not_shared	O	X	O	X	O	O	O	O	O	O	X	O	X	X	O	O	X	O	X	O	O	X	X	X	X
GUT_GENOME082911_241	GUT_GENOME082911	44888	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_242	GUT_GENOME082911	4820	60.0	not_shared	O	X	X	X	O	X	O	O	X	O	O	X	O	O	O	O	X	X	O	O	O	X	O	X	O
GUT_GENOME082911_244	GUT_GENOME082911	2721	8.0	not_shared	X	O	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_245	GUT_GENOME082911	6785	80.0	core	O	X	X	O	O	O	O	O	O	O	X	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_246	GUT_GENOME082911	1678	4.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_248	GUT_GENOME082911	3912	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_249	GUT_GENOME082911	13419	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_25	GUT_GENOME082911	6363	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_250	GUT_GENOME082911	1101	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_251	GUT_GENOME082911	20426	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_252	GUT_GENOME082911	12237	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_253	GUT_GENOME082911	5857	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_254	GUT_GENOME082911	2723	68.0	not_shared	O	X	O	X	O	O	O	O	X	O	X	X	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME082911_255	GUT_GENOME082911	2320	84.0	shared_but_short	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_256	GUT_GENOME082911	3243	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME082911_257	GUT_GENOME082911	2712	72.0	not_shared	O	X	X	O	O	O	O	O	O	X	O	O	X	X	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_258	GUT_GENOME082911	6481	80.0	core	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME082911_259	GUT_GENOME082911	3120	76.0	not_shared	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	X	X
GUT_GENOME082911_26	GUT_GENOME082911	2305	16.0	not_shared	X	X	X	X	X	X	X	O	O	X	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X
GUT_GENOME082911_260	GUT_GENOME082911	23503	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_261	GUT_GENOME082911	15008	80.0	core	O	O	O	O	X	O	O	O	O	O	X	O	O	O	X	X	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_262	GUT_GENOME082911	12872	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_263	GUT_GENOME082911	5867	48.0	not_shared	O	X	X	O	X	X	O	O	O	O	O	X	X	O	X	O	X	O	O	X	X	X	X	O	X
GUT_GENOME082911_264	GUT_GENOME082911	1746	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_265	GUT_GENOME082911	3109	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_266	GUT_GENOME082911	4336	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_267	GUT_GENOME082911	1738	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_269	GUT_GENOME082911	11178	28.000000000000004	not_shared	X	X	X	X	O	X	X	O	O	O	O	X	X	X	X	X	X	X	X	X	O	X	X	O	X
GUT_GENOME082911_27	GUT_GENOME082911	69485	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_270	GUT_GENOME082911	1262	16.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	X
GUT_GENOME082911_271	GUT_GENOME082911	11192	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_272	GUT_GENOME082911	1583	72.0	not_shared	O	X	O	X	O	X	O	O	O	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME082911_274	GUT_GENOME082911	3893	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_275	GUT_GENOME082911	2492	76.0	not_shared	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	X	O	X	O	X	O
GUT_GENOME082911_276	GUT_GENOME082911	2965	16.0	not_shared	X	X	X	X	X	X	X	O	O	X	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X
GUT_GENOME082911_277	GUT_GENOME082911	3085	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_278	GUT_GENOME082911	2077	8.0	not_shared	X	O	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_279	GUT_GENOME082911	1850	76.0	not_shared	O	X	O	O	O	X	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME082911_28	GUT_GENOME082911	12590	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_280	GUT_GENOME082911	9123	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_281	GUT_GENOME082911	5520	92.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	X
GUT_GENOME082911_282	GUT_GENOME082911	2309	44.0	not_shared	O	X	O	X	O	O	O	O	O	X	X	X	X	O	X	O	X	O	O	X	X	X	X	X	X
GUT_GENOME082911_283	GUT_GENOME082911	1199	52.0	not_shared	X	X	O	O	O	X	X	O	X	O	X	O	X	X	O	X	X	O	O	X	O	O	O	O	X
GUT_GENOME082911_284	GUT_GENOME082911	4781	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_285	GUT_GENOME082911	32421	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_286	GUT_GENOME082911	5109	12.0	not_shared	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X
GUT_GENOME082911_287	GUT_GENOME082911	4544	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_288	GUT_GENOME082911	17907	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_289	GUT_GENOME082911	7002	68.0	not_shared	O	X	O	X	O	O	O	O	O	X	X	O	O	O	O	X	X	X	O	O	O	X	O	O	O
GUT_GENOME082911_29	GUT_GENOME082911	2104	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_290	GUT_GENOME082911	5903	12.0	not_shared	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X
GUT_GENOME082911_291	GUT_GENOME082911	14710	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_292	GUT_GENOME082911	8055	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_294	GUT_GENOME082911	18557	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_295	GUT_GENOME082911	4197	76.0	not_shared	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X
GUT_GENOME082911_296	GUT_GENOME082911	24046	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_297	GUT_GENOME082911	1488	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_298	GUT_GENOME082911	2606	48.0	not_shared	O	X	X	X	O	X	O	O	X	O	O	X	X	O	O	X	X	X	X	O	O	X	O	X	O
GUT_GENOME082911_299	GUT_GENOME082911	13352	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_3	GUT_GENOME082911	7791	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_30	GUT_GENOME082911	7636	28.000000000000004	not_shared	X	X	X	X	X	O	O	O	O	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	X
GUT_GENOME082911_300	GUT_GENOME082911	3176	68.0	not_shared	O	X	O	X	X	O	O	O	O	O	X	O	O	O	X	O	X	X	O	O	O	X	O	O	O
GUT_GENOME082911_301	GUT_GENOME082911	6620	80.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	X	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_302	GUT_GENOME082911	1968	80.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	X	X	O	O	O	O	X	O	O	O
GUT_GENOME082911_303	GUT_GENOME082911	4320	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_304	GUT_GENOME082911	1455	44.0	not_shared	O	X	X	X	O	O	X	O	X	X	X	X	X	O	O	O	X	O	O	X	O	X	X	O	X
GUT_GENOME082911_305	GUT_GENOME082911	2798	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_306	GUT_GENOME082911	5348	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_307	GUT_GENOME082911	3793	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME082911_308	GUT_GENOME082911	2268	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME082911_309	GUT_GENOME082911	1753	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
